ID,Ativo,Tipo_Ativo,Ação,Tensão_kV,Carga_kVA,Corrente_A,Temperatura_C,Delta_Temp,Tentativas,Duracao_Min,Resultado,Ambiente,Executor,Tipo_Falha,Sprint,Simulado
2157,DI_12,Disjuntor,Isolamento,13.8,435.5,300.0,33.61237494430045,2.08,2,17.3,Sucesso,Lab,Ashley,,Sprint_15,True
2158,RE_63,Relé,Sincronismo,13.0,1026.3,300.0,28.49096132634827,8.42,3,16.5,Sucesso,Campo,Edward,,Sprint_9,False
2159,BA_25,Barramento,Sincronismo,14.36,595.7,300.0,26.410931339576724,8.17,1,8.3,Sucesso,Offshore,Richard,,Sprint_9,False
2160,RE_59,Relé,Sincronismo,13.95,1123.3,300.0,35.80649495368113,0.66,1,7.7,Sucesso,Offshore,Jennifer,,Sprint_8,False
2161,RE_79,Relé,Intertravamento,11.78,1284.9,300.0,26.019176704157093,9.98,1,11.6,Sucesso,Offshore,Holly,,Sprint_9,False
2162,SE_60,Seccionadora,Energização,14.08,761.3,300.0,31.86340839773478,2.22,3,19.3,Sucesso,Offshore,Holly,,Sprint_18,True
2163,TR_92,Trafo,Intertravamento,13.34,653.5,300.0,36.87543785866924,2.66,2,16.3,Sucesso,Lab,Edward,,Sprint_6,False
2164,SE_58,Seccionadora,Sincronismo,14.26,355.6,300.0,36.103856092108494,9.24,1,12.7,Sucesso,Lab,Philip,,Sprint_12,True
2165,DI_64,Disjuntor,Sincronismo,11.2,1211.5,300.0,29.47390176303722,2.98,1,11.1,Sucesso,Offshore,Richard,,Sprint_2,False
2166,DI_58,Disjuntor,Isolamento,10.36,537.6,300.0,33.823968057732245,3.39,3,18.3,Sucesso,Lab,Edward,,Sprint_18,False
2167,BA_20,Barramento,Teste funcional,14.28,368.6,300.0,32.615773196914134,8.77,1,11.0,Sucesso,Lab,Lisa,,Sprint_2,True
2168,RE_41,Relé,Intertravamento,15.11,389.4,300.0,37.526773154958725,6.93,3,14.6,Sucesso,Offshore,Desiree,,Sprint_13,True
2169,RE_14,Relé,Isolamento,17.42,1122.9,300.0,39.336164366235025,1.07,1,10.8,Sucesso,Lab,Erin,,Sprint_10,False
2170,DI_94,Disjuntor,Isolamento,13.47,680.8,300.0,37.56909611888195,7.85,1,4.2,Sucesso,Lab,Joseph,,Sprint_19,False
2171,RE_96,Relé,Isolamento,14.39,603.5,300.0,35.874311712474416,7.09,2,20.6,Sucesso,Campo,Carrie,,Sprint_12,False
2172,SE_87,Seccionadora,Energização,14.65,700.8,300.0,33.64484535315897,7.62,1,5.9,Sucesso,Campo,Leah,,Sprint_7,False
2173,BA_37,Barramento,Isolamento,14.68,916.8,300.0,30.19347749428051,2.23,1,11.5,Sucesso,Offshore,Ashley,,Sprint_17,False
2174,SE_24,Seccionadora,Isolamento,13.04,500.7,300.0,38.57831831626924,2.35,2,11.5,Sucesso,Campo,Richard,,Sprint_8,True
2175,SE_82,Seccionadora,Teste funcional,12.58,975.4,300.0,32.43477950744104,6.92,1,11.7,Sucesso,Lab,Kimberly,,Sprint_16,True
2176,DI_16,Disjuntor,Sincronismo,12.21,640.4,300.0,36.63587492203661,5.7,2,9.3,Sucesso,Offshore,Carrie,,Sprint_8,True
2177,TR_82,Trafo,Intertravamento,15.08,512.8,300.0,32.32657246322622,8.01,2,16.7,Sucesso,Campo,Ashley,,Sprint_19,False
2178,SE_7,Seccionadora,Isolamento,14.79,852.4,300.0,41.3325200715481,7.71,2,17.0,Sucesso,Campo,Jackie,,Sprint_19,False
2179,DI_86,Disjuntor,Isolamento,14.11,505.4,300.0,37.981720003968704,2.73,3,10.3,Sucesso,Lab,Edward,,Sprint_9,False
2180,TR_42,Trafo,Intertravamento,13.8,729.3,300.0,35.87752594639698,6.27,1,13.5,Sucesso,Campo,Leah,,Sprint_3,True
2181,BA_99,Barramento,Energização,13.98,391.3,300.0,34.51880481305628,6.78,1,15.9,Sucesso,Lab,Richard,,Sprint_19,False
2182,TR_31,Trafo,Teste funcional,14.29,410.1,300.0,27.753147835720455,1.84,2,13.5,Sucesso,Offshore,Ashley,,Sprint_6,True
2183,DI_56,Disjuntor,Intertravamento,12.48,236.7,300.0,30.62517491659915,4.95,1,12.1,Sucesso,Offshore,Joseph,,Sprint_11,False
2184,SE_67,Seccionadora,Intertravamento,14.46,808.9,300.0,34.677242533277806,6.54,2,11.3,Sucesso,Offshore,Richard,,Sprint_13,True
2185,RE_56,Relé,Intertravamento,12.77,1199.8,300.0,26.893596264717083,2.14,1,11.6,Sucesso,Campo,Tyler,,Sprint_8,False
2186,BA_28,Barramento,Sincronismo,10.79,697.3,300.0,33.069017020602885,6.82,2,10.2,Sucesso,Offshore,Jennifer,,Sprint_15,False
2187,TR_94,Trafo,Energização,17.1,1095.4,300.0,39.38816496116009,7.53,1,9.8,Sucesso,Lab,Tyler,,Sprint_20,True
2188,DI_28,Disjuntor,Teste funcional,14.61,711.5,300.0,32.66349511559032,4.91,1,7.2,Sucesso,Lab,Carrie,,Sprint_6,False
2189,DI_91,Disjuntor,Sincronismo,13.72,391.5,300.0,37.87758060772033,8.71,2,14.5,Sucesso,Lab,Carrie,,Sprint_7,False
2190,BA_10,Barramento,Teste funcional,14.59,505.9,300.0,40.5142784061268,5.34,1,8.5,Sucesso,Offshore,Colin,,Sprint_15,False
2191,SE_94,Seccionadora,Intertravamento,12.99,1027.3,300.0,36.133127956295546,5.89,2,15.7,Sucesso,Offshore,Carrie,,Sprint_3,False
2192,TR_76,Trafo,Teste funcional,11.46,638.5,300.0,40.13146864065516,6.7,1,7.8,Sucesso,Campo,Janet,,Sprint_9,False
2193,RE_81,Relé,Intertravamento,13.45,1093.1,300.0,39.210344301889506,0.68,2,5.4,Sucesso,Lab,Lisa,,Sprint_15,False
2194,BA_60,Barramento,Teste funcional,13.66,450.6,300.0,39.78638570691349,9.5,1,3.9,Sucesso,Campo,Jennifer,,Sprint_7,False
2195,DI_29,Disjuntor,Energização,13.1,403.3,300.0,28.847619709113744,1.07,1,11.2,Sucesso,Offshore,Kimberly,,Sprint_18,True
2196,RE_94,Relé,Isolamento,15.97,825.8,300.0,35.52995098810906,8.37,3,22.1,Sucesso,Offshore,Richard,,Sprint_13,True
2197,TR_12,Trafo,Energização,13.0,952.8,300.0,30.661239676562854,5.64,1,9.0,Sucesso,Lab,Richard,,Sprint_2,False
2198,DI_10,Disjuntor,Sincronismo,12.96,769.2,300.0,40.399915848171005,1.78,3,12.4,Sucesso,Lab,Randy,,Sprint_18,False
2199,TR_83,Trafo,Sincronismo,13.19,1205.5,300.0,31.85822365761549,3.17,1,10.0,Sucesso,Campo,Randy,,Sprint_14,True
2200,SE_28,Seccionadora,Sincronismo,11.69,771.2,300.0,29.026861984019057,7.57,2,13.0,Sucesso,Campo,Colin,,Sprint_9,False
2201,DI_66,Disjuntor,Intertravamento,12.4,1017.5,300.0,38.660936462319114,1.46,1,18.2,Falha,Lab,Kimberly,Configuração,Sprint_8,False
2202,DI_61,Disjuntor,Energização,16.03,789.5,300.0,21.0635553732211,0.61,3,15.4,Sucesso,Lab,Leah,,Sprint_9,True
2203,TR_84,Trafo,Energização,12.51,828.4,300.0,26.87574519887705,9.4,1,8.8,Sucesso,Offshore,Sarah,,Sprint_15,False
2204,TR_70,Trafo,Energização,12.65,643.2,300.0,35.45872767513592,3.61,1,13.5,Sucesso,Offshore,Ashley,,Sprint_17,True
2205,TR_62,Trafo,Isolamento,13.87,337.7,300.0,39.23024674233591,3.97,1,15.8,Sucesso,Lab,Erin,,Sprint_7,False
2206,SE_90,Seccionadora,Intertravamento,14.91,372.3,300.0,35.80556780140277,6.85,1,11.3,Sucesso,Lab,Jackie,,Sprint_3,False
2207,RE_20,Relé,Teste funcional,13.86,335.9,300.0,25.138796570520096,4.71,2,10.8,Sucesso,Lab,Ashley,,Sprint_4,False
2208,SE_90,Seccionadora,Isolamento,13.34,1138.2,300.0,31.093853113239632,8.21,1,11.9,Sucesso,Lab,Jackie,,Sprint_4,False
2209,RE_30,Relé,Isolamento,15.7,1042.2,300.0,37.75190235076511,1.07,2,7.9,Sucesso,Offshore,Jackie,,Sprint_3,False
2210,SE_55,Seccionadora,Isolamento,15.24,873.7,300.0,28.675033710829858,1.6,1,9.9,Sucesso,Campo,Carrie,,Sprint_14,False
2211,SE_13,Seccionadora,Sincronismo,17.09,1239.6,300.0,43.38782892621643,10.0,1,9.4,Sucesso,Offshore,Edward,,Sprint_11,False
2212,DI_56,Disjuntor,Isolamento,14.85,973.3,300.0,39.42900987838565,4.99,1,17.1,Falha,Lab,Edward,Comunicação,Sprint_14,False
2213,DI_62,Disjuntor,Intertravamento,13.98,738.4,300.0,44.85675324500645,3.22,1,15.0,Sucesso,Offshore,Janet,,Sprint_18,True
2214,RE_37,Relé,Energização,14.47,550.1,300.0,33.51308300075807,3.43,2,9.9,Sucesso,Offshore,Philip,,Sprint_3,True
2215,RE_85,Relé,Intertravamento,12.65,775.7,300.0,26.59732487315435,5.75,2,7.3,Sucesso,Campo,Richard,,Sprint_12,False
2216,BA_44,Barramento,Intertravamento,12.86,1063.8,300.0,33.47116491931444,8.14,1,9.9,Sucesso,Offshore,Erin,,Sprint_9,False
2217,RE_74,Relé,Intertravamento,12.4,1149.4,300.0,35.43410042139648,7.07,1,5.0,Sucesso,Campo,Tyler,,Sprint_19,False
2218,TR_27,Trafo,Intertravamento,11.91,1050.3,300.0,34.85459659379346,1.94,3,13.3,Sucesso,Offshore,Sarah,,Sprint_3,True
2219,SE_4,Seccionadora,Sincronismo,11.11,545.3,300.0,34.80845970132123,8.58,1,7.1,Sucesso,Campo,Sarah,,Sprint_19,False
2220,TR_62,Trafo,Energização,15.64,487.6,300.0,40.68852133745701,2.18,3,16.4,Sucesso,Offshore,Joseph,,Sprint_1,False
2221,SE_63,Seccionadora,Isolamento,15.45,438.8,300.0,40.20131932867878,0.87,2,13.1,Sucesso,Campo,Edward,,Sprint_1,False
2222,TR_16,Trafo,Isolamento,12.63,1123.8,300.0,34.74472793619971,3.57,3,21.7,Sucesso,Offshore,Randy,,Sprint_1,False
2223,SE_86,Seccionadora,Teste funcional,14.1,1563.8,300.0,31.464234443907635,0.65,2,22.6,Falha,Offshore,Erin,Proteção,Sprint_2,False
2224,SE_20,Seccionadora,Isolamento,12.06,1064.7,300.0,27.87466612427837,1.66,2,8.9,Sucesso,Offshore,Colin,,Sprint_9,False
2225,SE_52,Seccionadora,Sincronismo,13.95,958.2,300.0,34.93902216703053,9.93,1,14.8,Falha,Offshore,Leah,Configuração,Sprint_20,False
2226,BA_89,Barramento,Sincronismo,16.63,1110.4,300.0,41.21975701061311,2.02,1,21.7,Falha,Offshore,Sarah,Configuração,Sprint_2,False
2227,DI_96,Disjuntor,Intertravamento,15.3,564.4,300.0,34.04412324198712,7.32,1,14.9,Sucesso,Offshore,Lisa,,Sprint_8,False
2228,RE_86,Relé,Energização,12.31,1193.6,300.0,28.982573336896635,5.71,2,10.3,Sucesso,Campo,Philip,,Sprint_7,False
2229,SE_45,Seccionadora,Sincronismo,10.95,1170.4,300.0,41.67850697477357,3.17,1,8.9,Sucesso,Campo,Jackie,,Sprint_7,False
2230,SE_5,Seccionadora,Teste funcional,15.22,517.9,300.0,32.97549024727549,2.49,2,12.5,Sucesso,Campo,Richard,,Sprint_6,False
2231,BA_15,Barramento,Isolamento,12.93,772.3,300.0,31.24071628015033,8.9,3,16.0,Sucesso,Offshore,Rodney,,Sprint_16,False
2232,RE_73,Relé,Energização,14.58,1166.7,300.0,35.44694656985733,1.09,3,18.4,Sucesso,Offshore,Edward,,Sprint_5,False
2233,DI_94,Disjuntor,Energização,12.98,670.9,300.0,40.404998098353545,0.54,3,21.3,Sucesso,Campo,Edward,,Sprint_15,False
2234,RE_29,Relé,Energização,15.87,1139.3,300.0,30.200431574802238,6.04,1,12.7,Sucesso,Lab,Sarah,,Sprint_20,False
2235,RE_57,Relé,Isolamento,13.92,362.0,300.0,36.39977249217023,6.1,1,9.9,Sucesso,Offshore,Carrie,,Sprint_14,True
2236,DI_79,Disjuntor,Sincronismo,14.29,1141.4,300.0,37.24026399302463,2.1,1,17.4,Sucesso,Lab,Sarah,,Sprint_14,True
2237,TR_60,Trafo,Sincronismo,12.6,975.9,300.0,43.068465285573595,7.64,1,14.0,Sucesso,Lab,Jackie,,Sprint_10,False
2238,BA_75,Barramento,Sincronismo,15.86,865.9,300.0,32.22050451003031,9.26,1,7.7,Sucesso,Lab,Janet,,Sprint_7,False
2239,BA_8,Barramento,Teste funcional,15.2,644.9,300.0,41.16511115170964,5.45,2,16.8,Sucesso,Campo,Colin,,Sprint_19,False
2240,SE_95,Seccionadora,Energização,14.34,1045.8,300.0,43.708303319861436,7.63,2,14.5,Sucesso,Lab,Janet,,Sprint_10,False
2241,BA_21,Barramento,Energização,15.53,575.0,300.0,27.471451688103464,6.35,1,10.5,Sucesso,Campo,Leah,,Sprint_5,False
2242,TR_46,Trafo,Energização,15.12,776.0,300.0,40.2461993597921,5.0,1,7.6,Sucesso,Lab,Randy,,Sprint_8,False
2243,DI_84,Disjuntor,Intertravamento,13.49,1005.6,300.0,41.06415347886792,9.08,1,10.5,Sucesso,Offshore,Holly,,Sprint_14,True
2244,SE_50,Seccionadora,Intertravamento,15.84,471.6,300.0,32.80422333026595,4.08,1,6.5,Sucesso,Campo,Randy,,Sprint_1,False
2245,BA_36,Barramento,Intertravamento,12.49,1344.0,300.0,31.521760742632637,4.53,2,8.1,Sucesso,Lab,Kimberly,,Sprint_3,False
2246,SE_53,Seccionadora,Energização,12.95,514.9,300.0,29.593162942144726,2.4,1,10.5,Sucesso,Offshore,Richard,,Sprint_7,True
2247,BA_29,Barramento,Energização,13.37,679.4,300.0,34.01481569861586,3.6,3,15.7,Sucesso,Campo,Lisa,,Sprint_1,False
2248,SE_77,Seccionadora,Sincronismo,13.84,769.3,300.0,32.70269804812395,7.2,2,12.1,Sucesso,Offshore,Joseph,,Sprint_9,False
2249,TR_97,Trafo,Teste funcional,13.4,1093.9,300.0,35.22756681423951,8.4,1,10.3,Sucesso,Lab,Colin,,Sprint_1,False
2250,SE_56,Seccionadora,Sincronismo,16.28,1041.1,300.0,34.0330093052721,1.23,3,21.4,Sucesso,Lab,Kimberly,,Sprint_10,True
2251,TR_58,Trafo,Teste funcional,14.09,563.0,300.0,29.35778554443499,5.71,3,22.3,Sucesso,Offshore,Desiree,,Sprint_3,False
2252,TR_28,Trafo,Energização,11.32,957.2,300.0,24.973438015919687,8.01,1,10.9,Sucesso,Campo,Desiree,,Sprint_1,True
2253,DI_47,Disjuntor,Intertravamento,14.59,762.2,300.0,36.083509955547704,0.58,1,11.7,Sucesso,Lab,Joseph,,Sprint_10,False
2254,RE_33,Relé,Teste funcional,13.6,647.4,300.0,41.685642307185944,9.25,1,7.5,Sucesso,Lab,Edward,,Sprint_3,False
2255,TR_22,Trafo,Energização,13.75,814.3,300.0,32.116181663475444,1.27,1,10.5,Sucesso,Campo,Sarah,,Sprint_10,False
2256,SE_17,Seccionadora,Sincronismo,13.14,1210.1,300.0,36.03039998683488,4.34,2,11.7,Sucesso,Campo,Desiree,,Sprint_16,False
2257,DI_43,Disjuntor,Teste funcional,12.77,942.5,300.0,43.01212572813203,1.36,1,14.0,Sucesso,Offshore,Sarah,,Sprint_5,False
2258,SE_49,Seccionadora,Sincronismo,13.72,719.2,300.0,38.77746570215189,4.86,3,12.0,Sucesso,Campo,Kimberly,,Sprint_4,False
2259,DI_81,Disjuntor,Teste funcional,16.04,1040.2,300.0,31.024832610220727,1.94,3,17.2,Sucesso,Offshore,Rodney,,Sprint_7,False
2260,RE_73,Relé,Energização,13.67,980.5,300.0,44.10443295779703,7.79,1,7.8,Sucesso,Offshore,Sarah,,Sprint_17,True
2261,TR_52,Trafo,Isolamento,13.98,787.7,300.0,34.80814032852836,1.29,3,14.5,Sucesso,Lab,Joseph,,Sprint_3,False
2262,RE_77,Relé,Isolamento,12.06,1164.9,300.0,35.60036398986509,4.88,1,16.9,Sucesso,Lab,Kimberly,,Sprint_19,False
2263,SE_48,Seccionadora,Teste funcional,12.86,1096.4,300.0,40.4403160116614,4.42,1,7.6,Sucesso,Lab,Rodney,,Sprint_14,False
2264,RE_26,Relé,Intertravamento,11.36,924.7,300.0,26.63051035825606,8.14,3,13.0,Sucesso,Campo,Jennifer,,Sprint_1,False
2265,RE_79,Relé,Intertravamento,14.02,1133.9,300.0,40.84762564049756,9.45,2,13.8,Sucesso,Campo,Tyler,,Sprint_5,False
2266,RE_24,Relé,Intertravamento,16.3,1143.5,300.0,35.086552123676974,2.37,2,17.7,Sucesso,Offshore,Janet,,Sprint_12,False
2267,RE_5,Relé,Isolamento,13.49,836.3,300.0,36.349118161885904,7.78,2,13.9,Sucesso,Campo,Jennifer,,Sprint_6,True
2268,SE_21,Seccionadora,Energização,12.74,957.4,300.0,29.439375283863306,4.71,2,11.5,Sucesso,Campo,Colin,,Sprint_7,False
2269,BA_98,Barramento,Intertravamento,12.22,819.7,300.0,29.885936779636516,8.47,1,7.4,Sucesso,Lab,Leah,,Sprint_6,True
2270,BA_18,Barramento,Isolamento,13.82,724.9,300.0,37.55762836058943,8.67,1,10.2,Sucesso,Offshore,Lisa,,Sprint_2,False
2271,SE_51,Seccionadora,Isolamento,11.53,439.0,300.0,40.37666758351117,5.84,3,12.4,Sucesso,Offshore,Joseph,,Sprint_17,False
2272,BA_39,Barramento,Energização,15.51,1040.6,300.0,32.34200402536356,7.68,1,2.6,Sucesso,Campo,Rodney,,Sprint_5,False
2273,RE_77,Relé,Teste funcional,15.5,629.2,300.0,40.81616433131753,2.92,2,12.4,Sucesso,Offshore,Richard,,Sprint_4,True
2274,TR_84,Trafo,Intertravamento,15.94,217.9,300.0,32.16068426374292,1.44,2,13.1,Sucesso,Campo,Randy,,Sprint_1,False
2275,TR_75,Trafo,Sincronismo,17.0,1028.1,300.0,36.21504564841169,9.99,1,5.4,Sucesso,Offshore,Colin,,Sprint_7,True
2276,SE_38,Seccionadora,Sincronismo,13.62,907.3,300.0,33.43315684357463,1.94,1,11.8,Sucesso,Offshore,Carrie,,Sprint_6,True
2277,RE_43,Relé,Teste funcional,15.74,1373.5,300.0,27.541196187260866,9.57,2,5.9,Sucesso,Lab,Sarah,,Sprint_18,False
2278,RE_34,Relé,Energização,12.75,440.5,300.0,35.07653287422755,2.78,1,13.3,Sucesso,Offshore,Holly,,Sprint_13,False
2279,DI_22,Disjuntor,Sincronismo,12.65,452.4,300.0,40.71743079429851,1.95,2,9.5,Sucesso,Lab,Jennifer,,Sprint_17,False
2280,DI_26,Disjuntor,Teste funcional,15.06,819.1,300.0,31.927735368614364,6.1,1,10.2,Sucesso,Lab,Rodney,,Sprint_5,True
2281,BA_85,Barramento,Sincronismo,11.61,406.4,300.0,38.33487873452679,8.12,1,5.9,Sucesso,Campo,Sarah,,Sprint_5,False
2282,DI_54,Disjuntor,Sincronismo,14.27,845.5,300.0,37.204594139041795,6.61,1,9.2,Sucesso,Campo,Erin,,Sprint_16,False
2283,DI_80,Disjuntor,Intertravamento,13.26,1344.6,300.0,26.37197558810268,8.96,2,19.6,Sucesso,Lab,Holly,,Sprint_6,False
2284,DI_77,Disjuntor,Intertravamento,15.63,1124.4,300.0,35.52685579605516,6.29,1,13.6,Falha,Lab,Ashley,,Sprint_6,False
2285,RE_41,Relé,Teste funcional,13.22,479.0,300.0,34.4630157427559,7.76,2,12.6,Sucesso,Campo,Colin,,Sprint_19,False
2286,DI_10,Disjuntor,Sincronismo,10.78,1112.0,300.0,34.903274478948866,2.9,1,6.0,Sucesso,Campo,Richard,,Sprint_19,True
2287,BA_10,Barramento,Intertravamento,14.69,645.9,300.0,38.552570435609304,5.76,3,16.9,Sucesso,Offshore,Carrie,,Sprint_11,False
2288,RE_55,Relé,Energização,14.36,1164.3,300.0,34.75052445862728,2.67,1,9.5,Sucesso,Lab,Philip,,Sprint_17,True
2289,SE_1,Seccionadora,Sincronismo,12.44,717.1,300.0,37.952584601695484,5.65,2,13.3,Sucesso,Campo,Lisa,,Sprint_15,False
2290,TR_82,Trafo,Isolamento,13.3,845.8,300.0,36.03354458005428,2.38,3,15.1,Sucesso,Campo,Carrie,,Sprint_3,False
2291,RE_69,Relé,Energização,12.59,1454.0,300.0,34.92365747947199,9.31,2,15.5,Sucesso,Lab,Janet,,Sprint_18,False
2292,TR_27,Trafo,Intertravamento,12.0,854.8,300.0,34.10357331026751,9.36,1,8.2,Sucesso,Offshore,Sarah,,Sprint_2,False
2293,SE_78,Seccionadora,Teste funcional,12.6,1020.7,300.0,33.81161927862897,9.22,1,7.5,Sucesso,Campo,Desiree,,Sprint_20,True
2294,RE_54,Relé,Energização,14.56,524.2,300.0,34.69850742232813,8.58,2,13.1,Sucesso,Lab,Janet,,Sprint_8,True
2295,RE_14,Relé,Intertravamento,13.3,342.6,300.0,37.61930530754608,8.57,2,22.2,Falha,Campo,Kimberly,Comunicação,Sprint_17,False
2296,TR_64,Trafo,Sincronismo,15.24,354.3,300.0,27.669442100629734,4.73,2,15.3,Sucesso,Campo,Joseph,,Sprint_17,False
2297,TR_35,Trafo,Isolamento,13.76,128.1,300.0,30.70452836043514,2.68,2,13.9,Sucesso,Offshore,Leah,,Sprint_18,False
2298,RE_87,Relé,Isolamento,14.34,735.3,300.0,31.807477591948768,0.77,1,9.9,Sucesso,Lab,Jennifer,,Sprint_20,False
2299,RE_39,Relé,Sincronismo,12.17,1275.9,300.0,28.310898925157673,3.21,2,16.7,Sucesso,Campo,Jackie,,Sprint_6,False
2300,RE_8,Relé,Teste funcional,15.06,1012.4,300.0,33.63079184843686,4.48,1,6.5,Sucesso,Campo,Rodney,,Sprint_17,False
2301,RE_68,Relé,Intertravamento,14.15,913.3,300.0,36.16251585227625,1.34,1,6.6,Sucesso,Lab,Erin,,Sprint_17,True
2302,BA_26,Barramento,Intertravamento,13.75,1033.3,300.0,38.88001429967363,8.21,2,16.5,Sucesso,Campo,Kimberly,,Sprint_1,True
2303,SE_34,Seccionadora,Sincronismo,17.84,753.4,300.0,32.35518006425804,0.98,2,15.8,Sucesso,Campo,Rodney,,Sprint_3,False
2304,SE_6,Seccionadora,Energização,14.52,1091.4,300.0,29.9616346760612,9.15,2,12.4,Sucesso,Offshore,Edward,,Sprint_11,False
2305,DI_63,Disjuntor,Teste funcional,14.33,412.8,300.0,35.48449059263916,5.36,3,11.9,Sucesso,Lab,Janet,,Sprint_8,False
2306,BA_84,Barramento,Isolamento,16.22,1158.5,300.0,31.57399884855713,4.59,3,13.9,Sucesso,Lab,Carrie,,Sprint_10,False
2307,RE_11,Relé,Intertravamento,12.21,669.6,300.0,39.2464622956673,3.1,1,11.5,Sucesso,Offshore,Edward,,Sprint_17,False
2308,RE_90,Relé,Energização,12.98,584.8,300.0,30.989165725190702,5.97,1,6.8,Sucesso,Offshore,Joseph,,Sprint_12,False
2309,BA_58,Barramento,Intertravamento,13.66,954.2,300.0,35.9124965555635,0.68,2,14.7,Sucesso,Offshore,Janet,,Sprint_11,False
2310,BA_32,Barramento,Energização,15.56,651.1,300.0,35.421540988487834,8.65,1,7.4,Sucesso,Lab,Carrie,,Sprint_10,False
2311,TR_77,Trafo,Isolamento,15.51,782.4,300.0,38.25569951526843,7.97,1,6.7,Sucesso,Campo,Randy,,Sprint_2,False
2312,TR_84,Trafo,Sincronismo,13.82,703.7,300.0,44.08534198504616,2.11,1,12.4,Sucesso,Lab,Desiree,,Sprint_2,True
2313,BA_48,Barramento,Teste funcional,15.97,797.0,300.0,41.15511025345279,3.42,2,15.6,Sucesso,Offshore,Holly,,Sprint_5,False
2314,RE_88,Relé,Intertravamento,14.97,470.0,300.0,32.40874243514008,4.54,3,15.2,Sucesso,Lab,Ashley,,Sprint_4,False
2315,SE_64,Seccionadora,Teste funcional,16.3,426.4,300.0,31.876684335592707,2.31,1,10.9,Sucesso,Campo,Erin,,Sprint_3,True
2316,RE_6,Relé,Teste funcional,17.06,206.6,300.0,37.18061544384895,8.89,2,10.7,Sucesso,Campo,Edward,,Sprint_1,True
2317,DI_3,Disjuntor,Sincronismo,14.63,714.5,300.0,37.20972191904189,5.27,2,11.7,Sucesso,Lab,Richard,,Sprint_18,True
2318,SE_18,Seccionadora,Teste funcional,13.68,984.2,300.0,34.94517448619551,4.24,2,9.3,Sucesso,Campo,Colin,,Sprint_14,False
2319,SE_37,Seccionadora,Isolamento,14.53,572.9,300.0,39.654795694074416,2.66,1,13.4,Sucesso,Offshore,Carrie,,Sprint_13,False
2320,RE_30,Relé,Intertravamento,14.73,825.3,300.0,36.76196181039204,1.51,2,13.4,Sucesso,Campo,Jennifer,,Sprint_2,True
2321,BA_34,Barramento,Energização,14.4,603.4,300.0,29.719222968426187,7.55,1,9.2,Sucesso,Campo,Erin,,Sprint_8,True
2322,TR_40,Trafo,Teste funcional,13.87,100.0,300.0,33.86410569674312,7.03,1,5.3,Sucesso,Campo,Randy,,Sprint_7,False
2323,TR_41,Trafo,Sincronismo,14.84,477.4,300.0,29.459727213520488,1.75,2,9.1,Sucesso,Campo,Randy,,Sprint_4,True
2324,SE_13,Seccionadora,Energização,14.11,893.1,300.0,37.67318266318734,5.69,1,10.0,Sucesso,Lab,Randy,,Sprint_12,False
2325,BA_70,Barramento,Energização,16.25,453.3,300.0,32.54219971924712,5.02,1,14.4,Sucesso,Lab,Desiree,,Sprint_17,False
2326,RE_35,Relé,Intertravamento,13.24,1137.4,300.0,39.23998766981425,9.16,3,16.5,Sucesso,Lab,Colin,,Sprint_13,False
2327,SE_52,Seccionadora,Sincronismo,14.76,1091.6,300.0,33.2699060456249,5.58,1,6.3,Sucesso,Campo,Desiree,,Sprint_5,False
2328,TR_17,Trafo,Energização,14.3,1118.6,300.0,34.88138972324899,5.44,1,13.8,Sucesso,Campo,Tyler,,Sprint_1,False
2329,SE_14,Seccionadora,Isolamento,13.35,966.6,300.0,38.73270826493638,3.14,3,14.3,Sucesso,Lab,Randy,,Sprint_10,False
2330,TR_58,Trafo,Intertravamento,13.8,636.1,300.0,40.697668811865796,3.34,2,6.7,Sucesso,Lab,Richard,,Sprint_6,False
2331,TR_53,Trafo,Sincronismo,14.37,1009.4,300.0,33.203999561166725,1.54,2,13.5,Sucesso,Lab,Jennifer,,Sprint_8,True
2332,BA_30,Barramento,Sincronismo,14.07,717.2,300.0,36.29165820932054,3.97,1,18.2,Falha,Lab,Sarah,Proteção,Sprint_12,False
2333,DI_1,Disjuntor,Isolamento,12.43,271.5,300.0,38.86114050707795,4.66,2,15.0,Sucesso,Offshore,Rodney,,Sprint_16,True
2334,BA_56,Barramento,Isolamento,11.78,462.3,300.0,52.067629896499696,4.27,2,12.4,Sucesso,Lab,Holly,,Sprint_19,True
2335,SE_61,Seccionadora,Sincronismo,16.08,1377.5,300.0,36.63436174515599,5.55,1,10.1,Sucesso,Offshore,Holly,,Sprint_4,False
2336,DI_83,Disjuntor,Energização,13.52,1038.6,300.0,29.659582801963065,4.56,1,15.7,Sucesso,Lab,Ashley,,Sprint_9,False
2337,RE_61,Relé,Teste funcional,13.89,850.0,300.0,38.12811447674804,2.15,1,7.7,Sucesso,Offshore,Kimberly,,Sprint_20,True
2338,DI_87,Disjuntor,Intertravamento,12.64,655.0,300.0,29.518854503732513,5.73,2,15.2,Sucesso,Offshore,Edward,,Sprint_12,False
2339,SE_14,Seccionadora,Sincronismo,15.86,288.9,300.0,28.36394862796748,2.01,2,8.0,Sucesso,Lab,Joseph,,Sprint_3,False
2340,DI_80,Disjuntor,Intertravamento,14.17,1191.5,300.0,39.96135505806493,6.56,1,14.5,Sucesso,Campo,Erin,,Sprint_9,True
